channel_number,channel_id,stream_id,stream_name,stream_url,channel_group_id,timestamp,video_codec,audio_codec,interlaced_status,status,bitrate_kbps,fps,resolution,frames_decoded,frames_dropped,err_decode,err_discontinuity,err_timeout
406.0,43,23063,NOW: SKY SPORTS F1 ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527633.ts,3440,2025-12-14T18:39:41.758090,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,52325,UK| SKY SPORTS F1 HEVC,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/433205.ts,3440,2025-12-14T18:39:50.154232,h264,aac,PROGRESSIVE,OK,7332.0672,25.0,1920x1080,1409.0,0.0,False,False,False
406.0,43,23064,NOW: SKY SPORTS F1 ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527632.ts,3440,2025-12-14T18:40:11.997079,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,52344,UK| SKY SPORTS F1 HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153701.ts,3440,2025-12-14T18:41:09.422728,h264,aac,PROGRESSIVE,OK,2932.4114666666665,25.0,1280x720,1409.0,0.0,False,False,False
406.0,43,52319,UK| SKY SPORTS F1 FHD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191464.ts,3440,2025-12-14T18:42:25.527296,h264,aac,PROGRESSIVE,OK,7004.3816,25.0,1920x1080,1409.0,0.0,False,False,False
406.0,43,50403,UK| SKY SPORTS F1 50 FPS,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401605117.ts,3440,2025-12-14T18:43:58.350541,h264,aac,PROGRESSIVE,OK,7871.2096,50.0,1920x1080,1414.0,0.0,False,False,True
28.0,31,52198,UK| 5STAR + 1 HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153681.ts,835,2025-12-14T20:00:51.412336,mpeg2video,mp2,PROGRESSIVE,OK,1953.740533333333,25.0,704x576,1252.0,0.0,False,False,False
28.0,31,110874,|UK|  5STAR,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/77389.ts,835,2025-12-14T20:03:51.268668,mpeg2video,mp2,UNKNOWN,OK,N/A,25.0,704x576,N/A,N/A,False,False,False
28.0,31,62858,|UK|  5STAR,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/77389.ts,835,2025-12-14T20:03:51.269122,mpeg2video,mp2,UNKNOWN,OK,N/A,25.0,704x576,N/A,N/A,False,False,False
28.0,31,52250,UK| 5STAR SD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191679.ts,835,2025-12-14T20:03:51.269630,mpeg2video,mp2,PROGRESSIVE,OK,2438.462666666667,25.0,704x576,1251.0,0.0,False,False,False
28.0,31,49501,UK: 5Star,http://easyip.xyz/live/g38Stuew/j7jmCpJ/7023.ts,835,2025-12-14T20:03:51.271294,mpeg2video,mp2,PROGRESSIVE,OK,2038.7357333333332,25.0,704x576,1252.0,0.0,False,False,False
28.0,31,21930,UK: 5 STAR ◉,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/162291.ts,835,2025-12-14T20:03:51.271949,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
28.0,31,52197,UK| 5STAR HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153640.ts,835,2025-12-14T20:05:02.006131,mpeg2video,mp2,INTERLACED,OK,2355.6946666666668,25.0,704x576,1251.0,0.0,False,False,False
